Datetime,temperature,wind_speed,wind_direction,humidity,pressure,solar_radiation
6/18/2021,22.3,1.3,270,73.6,19.5,2.18
6/19/2021,25.3,1.8,140,51.1,15.4,3.41
6/20/2021,25.9,2,290,47.1,14.3,3.55
6/21/2021,23.9,3.1,110,50.9,14.4,3.46
6/22/2021,20.7,3.4,110,67.3,16.3,3.41
6/23/2021,20.4,3.4,110,68.9,16.3,3
6/24/2021,23,1.8,140,62,17,2.97
6/25/2021,23.5,1.5,110,70.6,19.6,3.44
6/26/2021,22.8,1.3,140,72.9,19.8,2.69
6/27/2021,24,3.3,110,63,18.1,3.43
6/28/2021,23.9,3.2,90,64.3,18.7,2.61
6/29/2021,24.6,1.9,90,64,19,3.11
6/30/2021,24.4,2.3,110,67,20.1,2.6
7/1/2021,25.1,2.9,140,57.4,17,3.44
7/2/2021,24,3.8,140,69,20.3,3.28
7/3/2021,22.7,3.9,110,78.8,21.5,1.15
7/4/2021,27.8,2.9,270,64.4,23.3,3.59
7/5/2021,23.8,1.7,270,74.3,21.6,1.31
7/6/2021,22.6,1.2,140,90.3,24.6,1.15
7/7/2021,24.2,0.7,110,95,28.5,0.85
7/8/2021,24.9,2,110,80.1,24.8,3.2
7/9/2021,24.7,2,140,84,25.7,2.47
7/10/2021,25.6,1.4,340,76.8,24.5,2.4
7/11/2021,25.7,1.6,320,74.5,23.8,3.21
7/12/2021,27.3,1.2,270,70.6,24.6,3.19
7/13/2021,28.7,1.1,180,64.8,24.7,2.72
7/14/2021,29.9,1.1,290,60.5,24.6,3.16
7/15/2021,27.5,1.8,290,70.9,25.5,3.43
7/16/2021,27.1,2.6,110,67.9,23.7,3.27
7/17/2021,26.7,2.8,110,65.5,22.6,3.01
7/18/2021,26.7,2.1,110,68,23.5,2.63
7/19/2021,27.2,1.3,110,69,24.4,2.6
7/20/2021,28.8,2,110,61.5,23.5,2.99
7/21/2021,27.5,2.9,140,64,23,3.35
7/22/2021,28,3.2,90,62.4,23.3,2.84
7/23/2021,27.8,2.6,90,65.9,24.1,2.73
7/24/2021,28.1,3,110,64.5,24.1,2.83
7/25/2021,28,2.4,110,68.4,25.2,2.67
7/26/2021,28.5,2.6,90,58.9,21.6,3.57
7/27/2021,28.1,2.6,90,62,22.7,2.84
7/28/2021,28.2,2.3,110,62.8,23.2,3.64
7/29/2021,29.5,1.5,110,58.4,22.9,3.56
7/30/2021,30.6,1.3,230,53.5,22.4,3.11
7/31/2021,29.9,1.5,110,62.9,25.5,3.18
8/1/2021,28.1,1.4,110,78.6,29.2,2.9
8/2/2021,27.7,1.3,270,80.4,29.4,2.41
8/3/2021,29,1.3,110,69.3,26.9,3.22
8/4/2021,30.1,1.1,140,65.1,26.8,3.14
8/5/2021,30.8,1.4,110,62.9,27,3.31
8/6/2021,30.2,1.8,270,61.8,25.4,3.38
8/7/2021,29.1,1.6,270,68.1,26.7,3.44
8/8/2021,25.4,1.8,110,82.8,26.6,1.15
8/9/2021,27.4,2.5,110,58.5,20.7,2.51
8/10/2021,23.5,2.4,140,80.6,23,2.73
8/11/2021,25.6,1.4,140,76.1,24.1,3.01
8/12/2021,26.1,2.4,110,71.3,23.4,2.9
8/13/2021,25.7,2.3,110,69.4,22.6,2.4
8/14/2021,23.3,1.4,70,79.6,22.5,1.86
8/15/2021,23.5,1.7,110,74,21.2,2.12
8/16/2021,23.5,2.2,110,68.4,19.5,2.49
8/17/2021,23.6,1.5,140,70.3,20.2,1.36
8/18/2021,23.1,1.8,110,76.3,21.3,1.62
8/19/2021,24.3,1.3,110,67.6,20.3,1.62
8/20/2021,25,1.8,160,67.6,20.5,2.64
8/21/2021,23.1,2.3,140,88.3,24.8,0.71
8/22/2021,26.1,1.4,270,70.6,23,2.35
8/23/2021,23.1,1.6,110,87.8,24.7,0.76
8/24/2021,24.4,1.6,110,87,26.4,0.8
8/25/2021,25.3,1.1,110,85.6,27.5,0.98
8/26/2021,27.4,1.2,290,64.6,22.2,3.16
8/27/2021,23.7,1.2,290,84.3,24.4,1.6
8/28/2021,25.6,1.4,290,61.8,19.3,3.04
8/29/2021,23.6,1.3,290,78,22.5,1.99
8/30/2021,25.2,1.2,340,68.4,21.1,2.61
8/31/2021,24.4,1.9,140,74,22,2.87
9/1/2021,21.9,2.4,140,90.8,23.8,1.79
9/2/2021,21.8,2.5,90,77.1,19.8,1.99
9/3/2021,20.5,1.4,140,86.5,20.7,2.32
9/4/2021,22.4,2,110,66.4,17.5,3.05
9/5/2021,21.8,1.7,110,68.5,17.6,1.45
9/6/2021,21.8,2.3,90,78.3,20.1,2.65
9/7/2021,22.2,1.2,290,86,23,1.5
9/8/2021,23.7,1.7,320,68.8,19.6,3.1
9/9/2021,23.7,0.9,320,67.1,18.8,2.92
9/10/2021,22.6,0.9,340,75.5,20.4,1.22
9/11/2021,23.8,1,340,65.4,17.9,3.07
9/12/2021,24.3,2,110,65.3,18.9,2.9
9/13/2021,23.1,3.4,90,66.3,18.5,1.91
9/14/2021,22.5,3.5,90,68.9,18.6,1.22
9/15/2021,22.7,3.9,110,61.6,16.7,3.19
9/16/2021,22.2,2.9,90,71.6,18.9,2.42
9/17/2021,20.5,2.5,110,82.5,19.7,1.12
9/18/2021,21.5,1.6,110,79.1,19.9,3.18
9/19/2021,21.7,2.1,90,76.3,19.1,2.84
9/20/2021,21.7,2.6,110,79.1,20.1,1.89
9/21/2021,22.9,1.5,140,90.6,25,1.03
9/22/2021,24.1,2.2,270,67.4,19.2,2.83
9/23/2021,21.6,2.2,290,63.6,15.9,3
9/24/2021,19.7,1.9,110,82.1,18.3,2.57
9/25/2021,20.6,1.7,110,84.8,20.4,1.48
9/26/2021,20.5,2,90,74.1,17.6,2.5
9/27/2021,20.4,1.8,110,73.1,17.4,1.83
9/28/2021,21.8,2,140,75.8,19.6,2.27
9/29/2021,22.4,1.2,140,93.9,25.2,1.57
9/30/2021,21.9,2,110,82,21,2.93
10/1/2021,21.6,1.1,290,77.8,19.3,2.65
10/2/2021,22.3,1.3,320,71.3,18.2,2.7
10/3/2021,22.4,1.3,110,71,18.1,2.68
10/4/2021,24.3,1.3,270,67.8,20.1,2.36
10/5/2021,24,1.7,140,74.5,21.3,2.73
10/6/2021,22.1,2.5,90,80.4,21,2.66
10/7/2021,23.3,1.3,290,73.8,20.3,2.29
10/8/2021,22.2,2.7,140,79.8,21.2,1.65
10/9/2021,23.4,1.8,110,81.8,23.1,2.6
10/10/2021,25.1,1.4,270,75.1,23.1,2.67
10/11/2021,17.8,2,290,88.4,17.9,0.38
10/12/2021,15.9,1.9,110,91,16.4,0.59
10/13/2021,18.2,1.5,110,80.9,16.6,1.39
10/14/2021,19.6,1.2,270,81.5,18,2.52
10/15/2021,19.2,1.3,140,81.3,17.6,1.92
10/16/2021,14.3,3.3,290,64.4,11.1,0.67
10/17/2021,7.9,2.7,290,45.4,4.7,2.75
10/18/2021,9.2,1,320,59.6,6.3,2.66
10/19/2021,11.6,2,290,65.8,8.8,2.37
10/20/2021,10.7,1,320,68.8,8.4,2.55
10/21/2021,11.4,1.2,140,79,10.4,2.19
10/22/2021,11.8,1.9,50,65.6,8.6,2.56
10/23/2021,11.7,1,270,68.1,8.7,2.46
10/24/2021,11.8,0.9,290,70.8,9.2,2.38
10/25/2021,12.4,1.1,340,67.9,9.1,2.37
10/26/2021,12,1,290,67,8.8,2.39
10/27/2021,14.1,1.3,320,61.6,9.5,2.18
10/28/2021,13.9,1.8,110,57.6,8.8,2.4
10/29/2021,12.8,1.7,110,70.5,10,2.25
10/30/2021,11.8,0.7,110,79.3,10.7,1.22
10/31/2021,12.8,0.9,270,70.1,9.7,2.3
11/1/2021,14.3,1.5,320,64.3,10.1,2.17
11/2/2021,13,1.7,320,64.5,9.2,2.25
11/3/2021,12.2,1.4,290,67.6,9.1,2.24
11/4/2021,12.3,1.1,290,64.6,8.8,2.23
11/5/2021,12.5,1.4,110,73.5,10.4,2.03
11/6/2021,13,1.7,90,72.1,10.2,2.14
11/7/2021,14.2,1.9,90,71.3,11.1,2.19
11/8/2021,10.9,2.9,290,76.9,10.2,0.43
11/9/2021,9,2.7,290,61.5,7,1.38
11/10/2021,8.1,3.1,290,68.3,7.3,1.25
11/11/2021,8.7,3.5,290,55.1,6.1,2.33
11/12/2021,7.4,3.8,290,55.8,5.7,1.88
11/13/2021,7.8,1.1,290,70,7.1,2.15
11/14/2021,9.6,0.9,270,72.3,8.3,2
11/15/2021,9.7,1,270,65.9,7.4,2.07
11/16/2021,9.3,1.3,290,61,6.7,2.02
11/17/2021,9.6,1.4,290,53.6,6,2.03
11/18/2021,10.5,0.9,290,62.6,7.7,1.93
11/19/2021,11,1.2,290,72.5,9.1,1.96
11/20/2021,10.7,0.9,270,76.6,9.5,1.77
11/21/2021,11.4,0.9,110,77.4,10.2,1.45
11/22/2021,7.4,4.6,290,57.4,6.1,1.49
11/23/2021,4.4,4.4,290,51.4,4.3,1.87
11/24/2021,7.7,3.1,290,48,5,1.92
11/25/2021,9,2,290,53.9,5.8,1.78
11/26/2021,7.2,3.1,290,43.3,4.2,2.04
11/27/2021,5.9,1.5,290,49.9,4.5,1.99
11/28/2021,5.2,1,340,60.1,5,1.97
11/29/2021,7.2,0.9,290,53.1,4.9,1.95
11/30/2021,5.7,2.3,290,78.1,7.3,0.26
12/1/2021,2.4,6.3,290,39.6,2.9,2.11
12/2/2021,2.6,2.3,290,53.6,3.9,1.99
12/3/2021,4.8,2.9,290,54.4,4.6,1.85
12/4/2021,4.2,3.1,290,52,4.3,1.91
12/5/2021,3.7,0.8,270,72.8,5.6,1.87
12/6/2021,5.1,0.7,250,78.4,6.7,1.32
12/7/2021,7.5,1.2,340,67.4,6.5,1.83
12/8/2021,6.6,0.9,90,72.8,6.8,1.87
12/9/2021,6.5,0.9,290,79,7.5,1.56
12/10/2021,8,1.1,250,80.1,8.4,1.33
12/11/2021,8.9,1.5,200,71.4,7.9,1.63
12/12/2021,6.6,4.1,290,52.9,5.3,1.47
12/13/2021,0.5,3.5,270,31,1.9,2.02
12/14/2021,3.7,2,270,53,4.2,1.83
12/15/2021,6.1,1,290,68.6,6.3,1.74
12/16/2021,6.3,0.9,270,80,7.6,0.78
12/17/2021,0.5,6.3,290,42.9,2.9,1.87
12/18/2021,-3.4,2.6,290,38.6,1.9,1.99
12/19/2021,1.2,3,290,52.8,3.4,1.89
12/20/2021,4.8,1.5,270,58.5,5,1.7
12/21/2021,6.3,1,290,67.5,6.2,1.71
12/22/2021,4.3,1.1,110,54.9,4.1,1.84
12/23/2021,3.3,1,340,52.6,3.8,1.76
12/24/2021,4.2,2,320,59.6,4.8,1.62
12/25/2021,-4.7,5.1,290,38.6,1.7,2.03
12/26/2021,-7.1,4.6,290,39,1.4,2.02
12/27/2021,-2.1,3.7,290,46.6,2.6,1.96
12/28/2021,2.1,1.2,270,67.6,4.7,1.77
12/29/2021,3.5,2,290,61.9,4.7,1.78
12/30/2021,1.1,4.9,290,45.4,3,1.87
12/31/2021,-2.5,4.6,270,33.5,1.7,2.04
